 ID,SHA256,APT-group,Country,attack_sequence
3031,58f75e09ba364deeef67785ed7ecee43dd96eec54c17f576990b3291d71f7f44,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059']"
3032,245ff120431f9a902860319933dbac5da748858e750ecba6fc493c75a44fdbd6,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027']"
3033,8f65eca7eb3f2dc78ed9a91fcef20d6d593000eccd175d6634d79284432d1e9f,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1027', 'T1059']"
3034,a1191e7f6f34fa0dd7b0c5582e31f3d0b4db4a8fbef9229e615ea4052d4b3de8,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1105']"
3035,5c674a64fa21a9e966370b677960fd1d6eab6fc52cf108dcdefaec2b245513ee,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1071']"
3036,a06897ba292b93123a89f4c53068c5afe14106e156207377736563fb7f40b001,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071', 'T1105']"
3037,c1b9d7ff0d5af8952f07de2cf76b2c617429ad8448bbc73d9e6d17e0cc2cb921,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1071']"
3038,d22f5370b5a37077ab7408271ed6e6ab76f85bf8f630ed317e599ef1d58ea5a3,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105', 'T1027']"
3039,91afaa1d6cce89930f825f5281a6bac7b60b0f7a7f9405efac74b7b8164e7853,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1105', 'T1071']"
3040,f815a03a1cfd34cd3f01f63b2436d1c48b36decb4198dfd07f9156b86176d58e,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1105']"
3041,9a16b30874044a03a9a6bf5d6728a83277b8d0854090d127ac36911ec00d3fee,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1059', 'T1027']"
3042,298c2ae3ca43faabcd4fa4669fd93e249375efb6c7f7beac6f5e94649ddb9066,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1105']"
3043,51c1f60ed10be433cfbbf275028cab0b46bc6194226f753caecf814ee6d49dfb,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1059']"
3044,b150245f220caa7e90d12b0021a8d5b335b037d670a12f376ecf750de8f2b0b8,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1105', 'T1059']"
3045,e2036815b96261d674aaaca304727ebdd67b2f7e5c99de828899c8e5ed7f5857,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1105', 'T1059']"
3046,555f88b245ceee8f51243a2dd7bd51c11d213f88a58b78659f8781176954a685,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1027']"
3047,2fc2f7d73fb09331648c4a868e55ba6eeb21d6b158af20639634f0ed59652d3e,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1071', 'T1105']"
3048,e214f08d95ac7a1ef1b9b99283723d17deb663eaf5f5fe5625bb81e88cff37d6,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1027']"
3049,0125b8f29f335a9ae6ed3f190dcfb920537515d4f1f9a0270862672e39f9e0ef,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105']"
3050,7008cf3a4280104960bc84e6bfadad4a82129b03335cd1158dbe396efe87046a,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1071', 'T1059']"
3051,d3bdf3c2f4152be6f07bc92b60f9efd3d1b83c2d49fd344b2d60d73bd50ee030,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1105', 'T1071']"
3052,5a3c024c0f78734774ebae2ac1fc332cdcd92f91cd181b34ac0f1b43faf1a7b0,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027', 'T1105']"
3053,0bc26b339a9bb99fd2c70748218556cfe31fe6640f0b32110c3b85a74876e65a,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1059']"
3054,9bc3bf4dfc9e5c7056f8a6fde94caf7efa98475a21e536c580390ced8e3a46fc,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1059', 'T1071']"
3055,781b05302e7b728bf6b182551ec411d9bd13e03a5ef91938f405c76c8f9cc2ef,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1059', 'T1105']"
3056,29e7ffae60534d8abacfd039001c64f0ecc5b6ce9c0186e079fb17c079c100bd,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027']"
3057,287b35a664c80c95f9a558cb1dd998dbef7da46736b717b406bd29e13c6cd05f,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059', 'T1071']"
3058,21a40213e47bb27bef76a18e07ddc2d6ba7c7a3ed1d331f39f1399b4fdd47a1e,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071']"
3059,1e1755485a01f637ed3ab11f46606b123256219cc1bd223e2f194ec2d4eca861,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1105']"
3060,ba63ed825b0dd3909865d54f075175b85073467c993a030ed66069f7532b3151,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1105']"
3061,586a1287fc1384e97026c55ed4d750dd7fac4b44f78cbd71a5dd44ba3db66eae,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1027']"
3062,76b5c763345d99494a92ec0058ac7b528ea8f9527e35df641187c9f1cbee7951,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105']"
3063,2efade64095e5301c27cbdf8ff828bf966ff9739064a0df7d7a61c1d4163c828,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1105']"
3064,dce4dd5a5e99dfe346ac3833f854be170050f6a6bfd0219ea8365a7972c4b126,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1027', 'T1059']"
3065,f4b475d97adebf71582c3ecc6ef1969f917110aee4f1b902d80d1254c3e4b9be,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059']"
3066,3135b4246f0697f93d35ce2d251c5924edef493d77184f7e5f9e7edc1ab54a26,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071', 'T1027']"
3067,de1ccda0d601836417925588462f58c88c89f5ff7c09225eda21271657119143,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027']"
3068,f6b237a599a5445854c21de44dcc3dbe0eca60220262285bd799973ae5f70528,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1059']"
3069,f32c02bd2fec3073864fa76e75487bc751d6f4315406062be3a99cd6d3e30922,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105', 'T1027']"
3070,7cf4aca347ee214d284e8ea7e906cf6fb1bb4879dda1c0b999b9901c54cc9faf,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1059', 'T1105']"
3071,10412d646bbba061e99074feb012744f76786df928f0b8bbdb24c747a13705f5,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027']"
3072,a287ab3d409a698dfc87c10348461ee356443e42e50d87a5cad7ffc7cbc7dab7,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059', 'T1071']"
3073,2f7a692336bad584347b3b98ebeeaa93822734eed1c009e76dc8322019e835c6,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105', 'T1059']"
3074,26cef0c7cea189b7bcb9b3bcdbc28abd4391f9586dbc892c80f8ac6a770dcc87,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1059']"
3075,5fdd029c1c733a084e5e1f2dda54bb4a9d01c878215ffa894ac36cc33cccd75b,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1059', 'T1027']"
3076,38dbc7d46a1a9f5b481960352364502696e3d3a30ddc5aa6de8251ebacca1b0a,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027', 'T1071']"
3077,fde827e292ea3613e8122083ec7590762f5c2aa5e6ba574d067c6a8305a57ae4,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1059']"
3078,ba52899995d407132c3f99745fd13825398c7397e3dd9b5f95888129642b8441,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1027']"
3079,8c1c798090659e70884f1115edf4a5256684c637b42c9f60151d79b46493fae2,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1105', 'T1071']"
3080,734f4f280b00829a07b5736fb29c837a36deff4d8d5bd1145e31d9e17a0aba69,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1071', 'T1059']"
3081,04bbd58d7b27cd48309c856ee96520aff4ff9149eaf4fe6ae0e14e4ad993cce9,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1059']"
3082,2b0743ed4f41980de8fec2ed7d1999ed57660c0e792491ea185260fed6f42923,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027', 'T1071']"
3083,a25795113110f31dbe8e5773b6b5aca946096d8bf0a232f6f7039dce05cc7ebf,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1059', 'T1027']"
3084,20aaaec86f7dc7d780bd545f7baa20db309252592ba681979c4d8abeb8ce6914,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1059', 'T1071']"
3085,e80140e3ce49abe4fd22db5b5645d0f3e2fc76dd91e2c32c80d6327a73517b65,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1059']"
3086,16781796c4cf7e5f990392c8c1bae15858d770821fb2a70f0045d96fd32e8c84,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105', 'T1027']"
3087,958f865ea8f7c6232abeadc88a743db0485e45c1737039204edcddb45b890070,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071', 'T1105']"
3088,c6853a9265a96366c867db1240aed4c4bbbd72dbc6bcf0bafa797ead7e20f543,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071', 'T1105']"
3089,ad04a7cd56de2b3b5134b528767313e42aed792df5491c0e3fe934f0f6d6df06,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105', 'T1059']"
3090,37cc27217109c2599463baf39bb3adbe09382fd89f1403aaddedbf59343da685,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027']"
3091,4772fcad2f095a49e1fb5288d6bdc634f689ac36ec6ec4643e4492fcce387d0a,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1059', 'T1027']"
3092,91e10685b26e7eaec9a474a47ef67c35a25ee6c5a9eadd7f4924d0cf1286f9f3,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1027']"
3093,fca3c072f34bc9ceb0ec937a1dd24337bfb2cd9b497527b2bd1b6d908be67ab0,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1059', 'T1071']"
3094,4fa17dd3c1ea4872ad7a3ba99b45a2af6a1dca4cd61da49450983a0125cfc836,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027']"
3095,a9439b7ebf047e907b4ea042b06af9ccc256465a4f38f5b3e9c137d3b8dd9cb3,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027']"
3096,7db8d0ff64709d864102c7d29a3803a1099851642374a473e492a3bc2f2a7bae,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105', 'T1027']"
3097,0fd64e42eaa151052553bcbf867162748ae07e8a3c3e9d59d181a0b8efc19773,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1059', 'T1071']"
3098,4e33d87a17cdd534b217a93f0178b35decc1a0fff81021322192681465281e63,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105', 'T1027']"
3099,3649ba44c8bfa4652e21d86f48ac37cc78853b3b441b1cf6c87904a7f89a5ae3,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1027']"
3100,2c017be6c0d73581b25a4f10912360eaa55215ac1b1963986b118681d437f248,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071']"
3101,0a15805f80a997d79804c22d4fc975f4cdbb270a8285535d83dcf60d99528c47,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1105']"
3102,327b2a33d6d394c00f97aeefc8f7fe9ecaaa0ea64cdc515c0cfd32871089f368,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071', 'T1027']"
3103,62fd1288a6539a83e57c624e5c633a251860b9e2a0490da06a1e4326aaf7002f,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027']"
3104,f1b58fd2bc8695effcabe8df9389eaa8c1f51cf4ec38737e4fbc777874b6e752,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027']"
3105,8576a5f00e5d047ce1df38c18c85586f157887523d534a623d0ae7e3ea9714dd,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059', 'T1071']"
3106,2a2dd2ffa8cc6fad1f07e41dd8815dcd4b6ce3c18760fb582232e41128560c37,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027', 'T1105']"
3107,cd185f4d231bb2535b83e80d5900525c977dc2f885c3d31c8663ac80ac2bcec3,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1027']"
3108,feaf3ac1a35704bc21c7fee84e36c8362f0fb29da808610bf93e52503cc3956a,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1059', 'T1105']"
3109,a88cbd928b1a26278f42573c2dd09e3ea95b7050fd8617e8decfa593d13f773a,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071']"
3110,a442cbd0269408f418d6ad60d55eb1b301343984640a9caaaaababac919d4960,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071', 'T1105']"
3111,41e8cd9e0f2aede1ea6908896ac74b2893166a69a791c6b8ca9de0803bcd9dec,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105', 'T1059']"
3112,d4103e933d33c9257967b632f9c4cedc5f57e15abd2c0357ce7e9966881cc97d,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1059', 'T1105']"
3113,19858a4b6f29a0712eb981108f6463682f623e922361726f49e8655326a80e43,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1071', 'T1105']"
3114,3f65d6b98a39d20f5a224b58247f6511805c6059a7cd2f96d38ce025a191b9d3,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027']"
3115,ee593ed1776186c79f403e361819a3c700f03650e31393b7801afa9279f86f4c,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1059']"
3116,29da87bcd8a61a8d882dff26985eba032d678212e292ca35da18079dee1823a6,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1071', 'T1059']"
3117,7028268ae4a5af19fc890c6745608aa69b3a729371a237fb6a732887213b0dda,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1105']"
3118,e1b6f1c7b0786d3f383eb23390ea3344c5608d9529b40f44f3b15b85a968e1bb,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027']"
3119,445db79e2441b4d9f67b370642e1224f7456ec72e359736cce135ff1bf1a4a4f,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1059']"
3120,8b94f1182b23edb382f87de92eb1d2ffa503986fe0b02cb18ab85870f03a576f,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1059', 'T1105']"
3121,86ec4738c2625220a6f87caac14b315743de7058e971e6338230b1a64996e675,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027', 'T1071']"
3122,ce80fb61d8e4f7c99e9d50f991786ce6897c233f3075f20822756382dd4e6f85,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071', 'T1027']"
3123,5cb7c19463750157304fe0488ae19d99d5abdb08da43ac9da43d0a4f7165a9a4,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027', 'T1105']"
3124,aa9e0f702af2de2606178c2c8eaa640761be96ae539dc3b858809370f47eb4ff,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071', 'T1027']"
3125,4efe96995fbf6b6398b515b5fca1b4c4e20b5c2a6fc2403d90a6f5b4debabaa2,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1071', 'T1059']"
3126,c8b3cb9f1d3e8ec362c39eae47378bcedddfecf8441790cfd14da7c5b8b0401c,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1105']"
3127,bdc16a949929d5caa6544f103556848d54878c3c5ed4282e41f8f1f18ea343af,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1071']"
3128,46b8c6e595201f09a6555aa8f120199a871c6b2f1f439b2b9e9ba06b211fedd9,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1059']"
3129,800d6760b293cd2e33128cff0e08e1000a53ab91c3ba05e6e1577a9490899b59,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027', 'T1071']"
3130,b7bf3cb1ac1c65677b02fef38584a9be496abf285b1403fe12bdc855b35adc86,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1105', 'T1059']"
3131,87fa5d7ae282a733db48baa19757835c7debb9d5b67651319037e62af6e468b7,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1071', 'T1105']"
3132,754b061ebbdfb2f84c3e8eacec57653f7a5efe42b18dedb4becf1e4382e00ab0,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071']"
3133,d308a0fbc40017b691193b4e01315fa23932f4a8f2bd7b21883695930b25b734,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1059']"
3134,91ae955e507bbbade66ee45ed9cf21680dd7e086f1b20b592bb4923883dc15b8,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1027']"
3135,2b65a04262b3c5b4697e57ef69862926e66176a3e9cf5bb77c2a6882392d0e7a,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1059']"
3136,c3264bb0a7727fb96855676f042bf091aed2c4a862e8eb7fde4626748bd7a916,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1059', 'T1027']"
3137,08e8b97e21ed963cf3651d05ce48d0fd58a686260c72cb539ea8eec6d2d6dcf6,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1059']"
3138,65a0e1c3d01b94293ce9f2fe20d3fcd90c2b84c885a2323578e221ff4ebd8e02,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1105', 'T1027']"
3139,0a8441f47c64b2028ca10272b69984c390b22c2a61827a844412ef3df4127313,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071']"
3140,1301e692b1b779614700082c44e246b4e61cdbbcf08ee655eb16622f61932760,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105', 'T1059']"
3141,66ffdf64b7b06bbdc3a560e6024eeda9b2c341716e373a1229a0d202dbd9e5ed,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1059', 'T1071']"
3142,9d04b7a4cd3fcb3b9e6d22eda7689ed742137c5655987f9234f5ece019648c80,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1059']"
3143,ef889a8c2570ff969ddec988fd796412e47222a88903840113b71a4c0b4b5f38,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1105']"
3144,3a44ab536daa9386cbd21eb8a4c356b658f1c1b02cd36cc2e753097665b8eab0,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1105', 'T1027']"
3145,28b40d023347ae8e19986e50ef5d972435cb78f1f2f971eb7f3d4e7c4ca7b48c,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1059']"
3146,0f29646df2f7b48f52df5e86082df27dd4ab3bd529fa4364a08f0c0ac6f10f3a,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027', 'T1071']"
3147,df06cdb559332e3384e0da84ce8fbae06e147ba83c9a7520d8a57aa3d625bc66,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1105', 'T1059']"
3148,5fb19d0683c765edd3e4b0cbb2d304635492d15c9c290575509265a1b44d7656,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1059']"
3149,99017724e6375010b3a5f3ea89d58af8d381098ec6152513a29d9e3dfb860d3e,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1105', 'T1027']"
3150,342300f4fd02d031f56642644a9a7b1bbfe83fe1ac893b4341a04f91c0365155,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071', 'T1105']"
3151,df93c302aebdc43ce2495ad141f83c321ab906ddfaa76f700acd855de699bdcd,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1071']"
3152,6194c87fa5a28057a06c16d6f2cc7f9dee53f246356a777366d6de67269595ec,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1071', 'T1059']"
3153,55a48d18d84f9c95d24fa263972e320b32cda84247bf0e4fa505f138033ec4f3,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1059', 'T1105']"
3154,79bc1999d8102b8770fa291fe020760fa360a39f07487a38c280ab0f74f9ee35,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1027']"
3155,baf33a62fe368f098253f4c69764f47bbd94bc406d16ada2ec0417671bdfb351,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1071']"
3156,74940419d889a4416709a3fdc9d342474333d088d4eb88a5869de6393155a1bc,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1059']"
3157,b1e5553b9d2c27bff944e30511b0b6dbd1ea386120875309da855f66e1a653e6,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059']"
3158,a407ddd004b28a058661acef89e83b775d86286fcae935a925c85ebb48462422,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1071']"
3159,ba96da48b50d8222f22425cb5a734ea6524532e897e6c12e36a839a3c9b7d44f,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1059']"
3160,19412eb0baefafa0695933609fbfa6ce147ab171274d37a0f10c1a6bf090a37f,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1027', 'T1105']"
3161,5a20f9b9a09c1b32fe07bc8c9402b807637498b380914883ce1ea6faf7639eb3,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1071', 'T1059']"
3162,275d1b1fc8c149d95ca45a5877b30e696b310936e0264e27adf50c00ed7169e2,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071']"
3163,226c33934e091b0fb561653e4776c2657e9be27fd3d60e1217e494e09ae69dba,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059']"
3164,ee1d34ecee777c5ad15c7dec46aac0e7c5ca19a58d83460102685448d48035f5,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027']"
3165,622ce6d714b941130b6dd8237d3427b0f36a59a78cc8d7dc7c9bc51555279ecc,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1071', 'T1105']"
3166,e3fe0dc010d90c7378f9604d5342c27bcdffc29a28d13fb889305033979d8360,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027', 'T1071']"
3167,cf13ab9407f790032339163897878fe2e6272757a598ee3474f34351fd6ad1b2,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1105']"
3168,7345fb4cbc01d8df8208b66a393aab61b77edd79f4d1a34516b70e9711b8c840,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1059']"
3169,c8e3e4f8127af5b89fa9d92a09eede83a6b39b028461632d8970a2b94dbbb73c,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059', 'T1071']"
3170,18cf4512d46e8f18f09942e4c743883a7af7028115189b9950e39719aac72e33,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071']"
3171,446e1c80102c8b9662d66d44525cb9f519369061b02446e0d4cd30cd26d79a25,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027']"
3172,1cbe0698b30666ef959fc08416a9118d6d376fe732a1241fb1a6dc6d860229b4,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059']"
3173,4fcfef0b1ccb37eaac977c1430467dc0321919e2f0637082bd3e4df261d76346,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027']"
3174,7b8aaad8e98004054897f8681778ac62d82abbdd43da0859591b57c5656c10da,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1059', 'T1027']"
3175,968141b98675db6b40fc6a40a7aefd0daec4214d0454bfd2d98cf93adc5626d4,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1059', 'T1071']"
3176,fb3d219341e07184e153875e3d1f1276baaf1013afda6132b2d9c6c980ce2fb6,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1027']"
3177,aeccdbc932239774da4bff47a3191135e4df45bab4ff74de87d3ec9c88fbdd12,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1105', 'T1059']"
3178,fa5ba054b87666e23c19b0f69ae8da82ac887284dcbbf8dfc73dbdcf334008a0,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071', 'T1027']"
3179,dbc96f5fb21ef66ecece09b9e640ffa7d884c167521dd1b6a22245c76a12a118,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1027']"
3180,aec798ed8785d79a4841fb9db19606236702decba72889b564211f0c20552b8d,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1059', 'T1027']"
3181,785e8c4e1ebfcb7d68c4c4b55356ed762a141d84c2d432d805255e34645095fe,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1105']"
3182,e296104c0eba0abc17a161c8b5e9f5dd7c3adf98f0d6bed150706c2095b36741,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1105', 'T1027']"
3183,3cb31e678f510daf7bb47b4d8b13cfafbc3fba68b5c09b8ce9f42853e8fd19f5,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1105']"
3184,72c111d7e6430b6bf6905cf162cfbced65f03d4921ad8dbfa56976555810f704,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105', 'T1059']"
3185,b3f00d255dc51c19ae78b7f7a07c8c18ae911723690517507531e168216f05f3,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071', 'T1027']"
3186,b249eec4646f13d1b5ca3df9c7cdbbdfd0a1640a1db00a1efd2df0e16e41ad44,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1105']"
3187,23e93f4629ce9e8a50b02bbec695b587ab403745731ea52c8f4e7594288ef78e,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027']"
3188,93bbebd09acfed439cda0c5c375abb5e82af69f3387599982c43390114ad8130,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1071', 'T1027']"
3189,fc4ebeaaed5e70806b7025ff2aff6df3ab54405d80bf6731f38cc1dd3a3981eb,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1071']"
3190,94d2ac11b2438eeefabe999a80686225700644f3187b4b931b4bf90a1f92142b,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1059', 'T1105']"
3191,ed82cdb2ec4c7bb3e5b107d3b3f431af2d2970dd46d1d1dc9bf47412d6edabc9,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1059']"
3192,fa5ce880e56b4fe51a8305319dddf16d21de8b2154a4eac0b318b42c781e46dc,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1059']"
3193,fc61d8560de8bea8b131776193503274dbfbaa12a8b81df1fe1863278dd4a40d,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105', 'T1027']"
3194,d78dcde348da064d2222b62e7efe5ed750862c3398573c8bc5823b5ae527392e,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1059', 'T1027']"
3195,3d021acec5682e0528e44fb5e6f7afdfcf4743732462c4ff3162eb804c0964ea,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1027', 'T1059']"
3196,1ca2893331efbaeec0a185879af0a695861a4bf25fb1559dec64cc7c8aca4f12,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071', 'T1105']"
